----- Header start -----
SourceDataset=logging
Copyright=(c) 2011 Lodam electronics a/s
Comment=CondUnit-ECOSTAR
ItemNo.=6552190001
Customer=BITZER
Title=CU-ECOSTAR
SW version=2.1.6.2
Compiled=Oct 23 2014
DB def.=20130403
UnitSystem=Metric
----- Header end -----
Time,Info.Date,Time.Day,Time.Hour,Time.Minute,Time.Second,FC.FrAct,FC.Curr,FC.M_V,Input.Troom,Input.T0,Input.TC,Input.Tdis,Input.Tamb,Input.Tsuc,Input.Tsh,Input.Tsh_dis,Input.TFC,Input.IFC,Input.Psuc,Input.Pdis,FCAPI.FrqAct,FCAPI.Current,FCAPI.Power
2023-01-04 11:06:25,Oct 23 2014,4,11,11,0,29.89,12.6,147.3,10.46,-0.09,36.95,57.23,29.49,-70,-70,20.28,41,12.6,6,16.84,29.89,12.6,2.04
2023-01-04 11:06:26,Oct 23 2014,4,11,11,1,30.07,12.6,147.3,10.46,-0.04,36.93,57.23,29.38,-70,-70,20.3,41,12.6,6,16.84,30.07,12.6,2.04
2023-01-04 11:06:27,Oct 23 2014,4,11,11,2,29.96,12.85,147.3,10.46,-0.04,36.93,57.23,29.38,-70,-70,20.29,41,12.85,5.98,16.84,30.12,12.85,2.04
2023-01-04 11:06:28,Oct 23 2014,4,11,11,3,29.95,12.85,146.8,10.47,-0.14,36.93,57.22,29.29,-70,-70,20.27,41,12.85,5.98,16.84,29.95,12.85,2.04
2023-01-04 11:06:29,Oct 23 2014,4,11,11,4,30,12.85,146.8,10.47,-0.14,36.93,57.2,29.22,-70,-70,20.27,41,12.85,5.98,16.84,29.86,12.85,2.04
2023-01-04 11:06:30,Oct 23 2014,4,11,11,5,29.99,12.85,146.8,10.47,-0.19,36.93,57.19,29.16,-70,-70,20.26,41,12.85,5.97,16.85,30,12.85,2.04
2023-01-04 11:06:31,Oct 23 2014,4,11,11,6,30.02,12.85,146.8,10.47,-0.19,37.05,57.18,29.1,-70,-70,20.23,41,12.85,5.97,16.89,30.02,12.85,2.04
2023-01-04 11:06:32,Oct 23 2014,4,11,11,7,29.96,12.85,146.8,10.47,-0.19,37.05,57.18,29.1,-70,-70,20.13,41,12.85,5.97,16.89,30.01,12.85,2.04
2023-01-04 11:06:33,Oct 23 2014,4,11,11,8,29.95,12.72,146.8,10.47,-0.19,37,57.17,29.05,-70,-70,20.12,41,12.72,5.97,16.87,29.95,12.72,2.04
2023-01-04 11:06:34,Oct 23 2014,4,11,11,9,29.98,12.72,146.8,10.47,-0.19,37,57.17,29.05,-70,-70,20.12,41,12.72,5.97,16.87,29.98,12.72,2.07
2023-01-04 11:06:35,Oct 23 2014,4,11,11,10,29.86,12.72,147.5,10.47,-0.14,37.05,57.18,29.03,-70,-70,20.17,41,12.72,5.97,16.87,29.86,12.72,2.07
2023-01-04 11:06:36,Oct 23 2014,4,11,11,11,30.03,12.72,147.5,10.47,-0.14,37.08,57.18,29.01,-70,-70,20.18,41,12.72,5.98,16.89,30.03,12.72,2.07
2023-01-04 11:06:37,Oct 23 2014,4,11,11,12,29.86,12.72,147.5,10.47,-0.14,37.08,57.18,29.01,-70,-70,20.13,41,12.72,5.98,16.9,29.86,12.72,2.07
2023-01-04 11:06:38,Oct 23 2014,4,11,11,13,30.18,12.72,147.5,10.46,-0.14,37,57.17,28.99,-70,-70,20.1,41,12.72,5.98,16.9,30.18,12.72,2.07
2023-01-04 11:06:39,Oct 23 2014,4,11,11,14,30,12.72,147.5,10.46,-0.14,36.95,57.17,28.99,-70,-70,20.17,41,12.72,5.98,16.85,30,12.72,2.07
2023-01-04 11:06:40,Oct 23 2014,4,11,11,15,29.95,12.59,147.5,10.46,-0.14,36.95,57.17,28.99,-70,-70,20.22,41,12.59,5.98,16.85,29.95,12.59,2.07
2023-01-04 11:06:41,Oct 23 2014,4,11,11,16,30.02,12.59,147.8,10.46,-0.14,36.95,57.17,28.99,-70,-70,20.22,41,12.59,5.96,16.85,30,12.59,2.07
2023-01-04 11:06:42,Oct 23 2014,4,11,11,17,30.01,12.59,147.8,10.47,-0.25,36.95,57.17,28.99,-70,-70,20.22,41,12.59,5.96,16.85,30.01,12.59,2.07
2023-01-04 11:06:43,Oct 23 2014,4,11,11,18,29.96,12.59,147.8,10.46,-0.4,36.93,57.16,28.98,-70,-70,20.21,41,12.59,5.93,16.84,29.96,12.59,2.07
2023-01-04 11:06:44,Oct 23 2014,4,11,11,19,29.9,12.59,147.8,10.47,-0.4,36.91,57.16,28.99,-70,-70,20.23,41,12.59,5.93,16.83,29.9,12.59,2.07
2023-01-04 11:06:45,Oct 23 2014,4,11,11,20,30.19,12.59,147.8,10.47,-0.4,36.91,57.16,28.99,-70,-70,20.25,41,12.59,5.93,16.83,30.02,12.59,2.07
2023-01-04 11:06:46,Oct 23 2014,4,11,11,21,29.98,12.75,147.8,10.47,-0.4,36.86,57.16,28.98,-70,-70,20.25,41,12.75,5.93,16.81,29.98,12.75,2.07
2023-01-04 11:06:47,Oct 23 2014,4,11,11,22,30.01,12.75,147.1,10.47,-0.46,36.86,57.15,28.92,-70,-70,20.29,41,12.75,5.92,16.81,30.01,12.75,2.04
2023-01-04 11:06:48,Oct 23 2014,4,11,11,23,29.99,12.75,147.1,10.47,-0.46,36.86,57.15,28.92,-70,-70,20.29,41,12.75,5.92,16.81,29.99,12.75,2.04
2023-01-04 11:06:49,Oct 23 2014,4,11,11,24,30.02,12.75,147.1,10.47,-0.4,36.83,57.12,28.88,-70,-70,20.29,41,12.75,5.92,16.81,30.02,12.75,2.04
2023-01-04 11:06:50,Oct 23 2014,4,11,11,25,30.19,12.75,147.1,10.47,-0.4,36.83,57.12,28.88,-70,-70,20.29,41,12.75,5.93,16.8,30.19,12.75,2.04
2023-01-04 11:06:51,Oct 23 2014,4,11,11,26,30.03,12.75,147.1,10.47,-0.4,36.83,57.12,28.88,-70,-70,20.29,41,12.75,5.93,16.77,30.06,12.75,2.04
2023-01-04 11:06:52,Oct 23 2014,4,11,11,27,30.18,12.75,147.1,10.46,-0.4,36.76,57.12,28.87,-70,-70,20.34,41,12.75,5.9,16.77,30.18,12.75,2.04
2023-01-04 11:06:53,Oct 23 2014,4,11,11,28,29.95,12.63,147.1,10.46,-0.56,36.76,57.1,28.85,-70,-70,20.34,41,12.63,5.9,16.77,29.95,12.63,1.98
2023-01-04 11:06:54,Oct 23 2014,4,11,11,29,30.01,12.63,147.4,10.46,-0.56,36.76,57.1,28.78,-70,-70,20.32,41,12.63,5.91,16.75,29.95,12.63,1.98
2023-01-04 11:06:55,Oct 23 2014,4,11,11,30,29.87,12.63,147.4,10.45,-0.51,36.71,57.08,28.78,-70,-70,20.37,41,12.63,5.91,16.75,29.87,12.63,1.98
2023-01-04 11:06:56,Oct 23 2014,4,11,11,31,29.99,12.63,147.4,10.45,-0.51,36.71,57.07,28.75,-70,-70,20.36,41,12.63,5.91,16.75,29.99,12.63,1.98
2023-01-04 11:06:57,Oct 23 2014,4,11,11,32,29.93,12.63,147.4,10.45,-0.62,36.71,57.07,28.73,-70,-70,20.36,41,12.63,5.89,16.76,29.93,12.63,1.98
2023-01-04 11:06:58,Oct 23 2014,4,11,11,33,29.96,12.63,147.4,10.45,-0.62,36.74,57.07,28.73,-70,-70,20.33,41,12.63,5.89,16.76,29.93,12.63,1.98
2023-01-04 11:06:59,Oct 23 2014,4,11,11,34,29.95,12.69,147.4,10.45,-0.62,36.74,57.07,28.73,-70,-70,20.33,41,12.63,5.88,16.77,29.99,12.63,1.98
2023-01-04 11:07:00,Oct 23 2014,4,11,11,35,30.16,12.69,147.4,10.45,-0.67,36.76,57.06,28.72,-70,-70,20.3,41,12.69,5.88,16.77,30.16,12.69,2.02
2023-01-04 11:07:01,Oct 23 2014,4,11,11,36,30.17,12.69,147.8,10.45,-0.67,36.76,57.06,28.72,-70,-70,20.3,41,12.69,5.88,16.77,29.95,12.69,2.02
2023-01-04 11:07:02,Oct 23 2014,4,11,11,37,30.02,12.69,147.8,10.46,-0.56,36.76,57.06,28.72,-70,-70,20.3,41,12.69,5.9,16.77,30.02,12.69,2.02
2023-01-04 11:07:03,Oct 23 2014,4,11,11,38,29.86,12.69,147.8,10.46,-0.56,36.76,57.06,28.72,-70,-70,20.3,41,12.69,5.9,16.77,29.95,12.69,2.02
2023-01-04 11:07:04,Oct 23 2014,4,11,11,39,29.93,12.69,147.8,10.46,-0.67,36.76,57.06,28.71,-70,-70,20.3,41,12.69,5.9,16.77,29.93,12.69,2.02
2023-01-04 11:07:05,Oct 23 2014,4,11,11,40,30,12.69,147.8,10.46,-0.56,36.83,57.07,28.73,-70,-70,20.3,41,12.69,5.88,16.77,30,12.69,2.02
2023-01-04 11:07:06,Oct 23 2014,4,11,11,41,30.1,12.69,147.8,10.46,-0.56,36.83,57.07,28.73,-70,-70,20.31,41,12.69,5.9,16.8,30.01,12.57,2.02
2023-01-04 11:07:07,Oct 23 2014,4,11,11,42,30.17,12.57,147.8,10.44,-0.67,36.86,57.06,28.75,-70,-70,20.24,41,12.57,5.9,16.8,30.17,12.57,1.99
2023-01-04 11:07:08,Oct 23 2014,4,11,11,43,30.1,12.57,147,10.44,-0.67,36.86,57.06,28.75,-70,-70,20.2,41,12.57,5.88,16.81,30.1,12.57,1.99
2023-01-04 11:07:09,Oct 23 2014,4,11,11,44,30.16,12.57,147,10.44,-0.67,36.86,57.04,28.8,-70,-70,20.18,41,12.57,5.88,16.81,30.16,12.57,1.99
2023-01-04 11:07:10,Oct 23 2014,4,11,11,45,30.18,12.57,147,10.45,-0.56,36.83,57.05,28.82,-70,-70,20.19,41,12.57,5.9,16.8,29.98,12.57,1.99
2023-01-04 11:07:11,Oct 23 2014,4,11,11,46,29.93,12.57,147,10.45,-0.56,36.83,57.05,28.82,-70,-70,20.22,41,12.57,5.9,16.8,29.93,12.57,1.99
2023-01-04 11:07:12,Oct 23 2014,4,11,11,47,30.15,12.57,147,10.45,-0.67,36.81,57.04,28.82,-70,-70,20.22,41,12.57,5.9,16.8,29.95,12.57,1.99
2023-01-04 11:07:13,Oct 23 2014,4,11,11,48,30.09,12.7,147,10.46,-0.67,36.76,57.04,28.82,-70,-70,20.25,41,12.7,5.88,16.77,30.02,12.7,1.99
2023-01-04 11:07:14,Oct 23 2014,4,11,11,49,30.09,12.7,147,10.46,-0.67,36.76,57.06,28.82,-70,-70,20.3,41,12.7,5.88,16.77,30.15,12.7,2.04
2023-01-04 11:07:15,Oct 23 2014,4,11,11,50,29.98,12.7,147,10.46,-0.67,36.76,57.06,28.82,-70,-70,20.29,41,12.7,5.9,16.77,30.07,12.7,2.04
2023-01-04 11:07:16,Oct 23 2014,4,11,11,51,30.24,12.7,147,10.46,-0.56,36.76,57.05,28.79,-70,-70,20.29,41,12.7,5.88,16.73,30.24,12.7,2.04
2023-01-04 11:07:17,Oct 23 2014,4,11,11,52,29.93,12.7,147,10.46,-0.67,36.66,57.05,28.79,-70,-70,20.39,41,12.7,5.88,16.73,29.93,12.7,2.04
2023-01-04 11:07:18,Oct 23 2014,4,11,11,53,29.96,12.7,147,10.46,-0.67,36.66,57.05,28.76,-70,-70,20.4,41,12.7,5.89,16.72,29.96,12.7,2.04
2023-01-04 11:07:19,Oct 23 2014,4,11,11,54,30.01,12.73,147,10.47,-0.62,36.64,57.06,28.74,-70,-70,20.42,41,12.7,5.89,16.72,30.09,12.7,2.04
2023-01-04 11:07:20,Oct 23 2014,4,11,11,55,29.91,12.73,147,10.47,-0.62,36.64,57.06,28.74,-70,-70,20.41,41,12.73,5.87,16.68,30.01,12.73,2.04
2023-01-04 11:07:21,Oct 23 2014,4,11,11,56,29.99,12.73,147,10.46,-0.72,36.54,57.05,28.7,-70,-70,20.51,41,12.73,5.87,16.68,29.99,12.73,2.04
2023-01-04 11:07:22,Oct 23 2014,4,11,11,57,30.12,12.73,147,10.46,-0.67,36.54,57.05,28.64,-70,-70,20.51,41,12.73,5.88,16.69,30.12,12.73,2.04
2023-01-04 11:07:23,Oct 23 2014,4,11,11,58,30.02,12.73,147,10.46,-0.67,36.61,57.04,28.61,-70,-70,20.48,41,12.73,5.88,16.71,30.02,12.73,2.04
2023-01-04 11:07:24,Oct 23 2014,4,11,11,59,29.85,12.73,147,10.46,-0.67,36.61,57.04,28.61,-70,-70,20.43,41,12.73,5.88,16.71,29.85,12.73,2.04
2023-01-04 11:07:25,Oct 23 2014,4,11,12,0,30.01,12.73,147,10.46,-0.78,36.64,57.04,28.59,-70,-70,20.43,41,12.73,5.88,16.71,30.01,12.73,2.04
2023-01-04 11:07:26,Oct 23 2014,4,11,12,1,30.22,12.58,147,10.46,-0.67,36.64,57.03,28.58,-70,-70,20.43,41,12.73,5.86,16.72,30.22,12.58,2.04
2023-01-04 11:07:27,Oct 23 2014,4,11,12,2,30.13,12.58,146.6,10.46,-0.67,36.64,57.03,28.58,-70,-70,20.39,41,12.58,5.88,16.72,30.13,12.58,2.01
2023-01-04 11:07:28,Oct 23 2014,4,11,12,3,29.98,12.58,146.6,10.47,-0.78,36.66,57.01,28.58,-70,-70,20.39,41,12.58,5.88,16.72,29.98,12.58,2.01
2023-01-04 11:07:29,Oct 23 2014,4,11,12,4,30.17,12.58,146.6,10.47,-0.78,36.66,57.01,28.58,-70,-70,20.37,41,12.58,5.86,16.73,29.99,12.58,2.01
2023-01-04 11:07:30,Oct 23 2014,4,11,12,5,30.02,12.58,146.6,10.46,-0.78,36.64,57,28.57,-70,-70,20.35,41,12.58,5.86,16.73,30.02,12.58,2.01
2023-01-04 11:07:31,Oct 23 2014,4,11,12,6,29.92,12.58,146.6,10.46,-0.78,36.64,57,28.57,-70,-70,20.34,41,12.58,5.86,16.72,29.92,12.58,2.01
2023-01-04 11:07:32,Oct 23 2014,4,11,12,7,29.99,12.58,146.6,10.46,-0.78,36.64,57,28.57,-70,-70,20.36,41,12.58,5.86,16.72,29.99,12.58,2.01
2023-01-04 11:07:33,Oct 23 2014,4,11,12,8,30.12,12.55,146.6,10.46,-0.78,36.61,57,28.57,-70,-70,20.34,41,12.55,5.88,16.71,30.12,12.55,2.02
2023-01-04 11:07:34,Oct 23 2014,4,11,12,9,29.87,12.55,147.7,10.46,-0.67,36.61,56.98,28.57,-70,-70,20.36,41,12.55,5.88,16.72,30.17,12.55,2.02
2023-01-04 11:07:35,Oct 23 2014,4,11,12,10,30.19,12.55,147.7,10.47,-0.67,36.64,56.97,28.58,-70,-70,20.33,41,12.55,5.88,16.72,30.19,12.55,2.02
2023-01-04 11:07:36,Oct 23 2014,4,11,12,11,30,12.55,147.7,10.47,-0.78,36.64,56.97,28.6,-70,-70,20.33,41,12.55,5.86,16.72,30,12.55,2.02
2023-01-04 11:07:37,Oct 23 2014,4,11,12,12,29.9,12.55,147.7,10.46,-0.78,36.66,56.96,28.63,-70,-70,20.32,41,12.55,5.86,16.73,29.9,12.55,2.02
2023-01-04 11:07:38,Oct 23 2014,4,11,12,13,29.98,12.55,147.7,10.46,-0.78,36.66,56.96,28.63,-70,-70,20.3,41,12.55,5.86,16.73,29.98,12.55,2.02
2023-01-04 11:07:39,Oct 23 2014,4,11,12,14,30.02,12.5,147.7,10.46,-0.78,36.66,56.96,28.68,-70,-70,20.3,41,12.5,5.86,16.73,30.02,12.5,2.02
2023-01-04 11:07:40,Oct 23 2014,4,11,12,15,30.18,12.5,147.7,10.47,-0.78,36.66,56.96,28.68,-70,-70,20.3,41,12.5,5.86,16.73,30.18,12.5,2.04
2023-01-04 11:07:41,Oct 23 2014,4,11,12,16,29.99,12.5,147.7,10.47,-0.78,36.74,56.96,28.7,-70,-70,20.3,41,12.5,5.86,16.76,29.98,12.5,2.04
2023-01-04 11:07:42,Oct 23 2014,4,11,12,17,30.02,12.5,147.7,10.47,-0.67,36.76,56.97,28.72,-70,-70,20.23,41,12.5,5.88,16.77,30.02,12.5,2.04
2023-01-04 11:07:43,Oct 23 2014,4,11,12,18,29.9,12.5,147.7,10.47,-0.67,36.76,56.97,28.72,-70,-70,20.23,41,12.5,5.88,16.77,29.9,12.5,2.04
2023-01-04 11:07:44,Oct 23 2014,4,11,12,19,29.92,12.5,147.7,10.46,-0.67,36.76,56.96,28.76,-70,-70,20.2,41,12.5,5.88,16.77,29.92,12.5,2.04
2023-01-04 11:07:45,Oct 23 2014,4,11,12,20,30.13,12.5,147.7,10.46,-0.67,36.76,56.96,28.76,-70,-70,20.2,41,12.5,5.88,16.77,30.13,12.5,2.04
2023-01-04 11:07:46,Oct 23 2014,4,11,12,21,29.98,12.69,147.7,10.46,-0.67,36.76,56.95,28.8,-70,-70,20.2,41,12.5,5.88,16.77,29.98,12.69,2.01
2023-01-04 11:07:47,Oct 23 2014,4,11,12,22,30.06,12.69,147.7,10.46,-0.67,36.76,56.95,28.8,-70,-70,20.2,41,12.69,5.88,16.77,30.06,12.69,2.01
2023-01-04 11:07:48,Oct 23 2014,4,11,12,23,29.89,12.69,147.7,10.46,-0.67,36.76,56.96,28.83,-70,-70,20.2,41,12.69,5.88,16.77,29.89,12.69,2.01
2023-01-04 11:07:49,Oct 23 2014,4,11,12,24,30.18,12.69,147.7,10.46,-0.67,36.76,56.96,28.83,-70,-70,20.19,41,12.69,5.87,16.77,30.18,12.69,2.01
2023-01-04 11:07:50,Oct 23 2014,4,11,12,25,29.88,12.69,147.7,10.46,-0.72,36.76,56.95,28.84,-70,-70,20.19,41,12.69,5.89,16.77,30.09,12.69,2.01
2023-01-04 11:07:51,Oct 23 2014,4,11,12,26,30,12.69,147.7,10.46,-0.62,36.76,56.95,28.84,-70,-70,20.19,41,12.69,5.89,16.77,30,12.69,2.01
2023-01-04 11:07:52,Oct 23 2014,4,11,12,27,30.02,12.56,147.7,10.46,-0.56,36.76,56.95,28.85,-70,-70,20.19,41,12.56,5.9,16.77,30.02,12.56,2.01
2023-01-04 11:07:53,Oct 23 2014,4,11,12,28,29.97,12.56,147.4,10.46,-0.56,36.76,56.95,28.85,-70,-70,20.19,41,12.56,5.9,16.77,29.97,12.56,2.01
2023-01-04 11:07:54,Oct 23 2014,4,11,12,29,29.99,12.56,147.4,10.46,-0.67,36.76,56.95,28.85,-70,-70,20.19,41,12.56,5.88,16.77,29.99,12.56,2.01
2023-01-04 11:07:55,Oct 23 2014,4,11,12,30,29.92,12.56,147.4,10.47,-0.56,36.78,56.96,28.85,-70,-70,20.2,41,12.56,5.9,16.78,29.92,12.56,2.01
2023-01-04 11:07:56,Oct 23 2014,4,11,12,31,30,12.56,147.4,10.47,-0.56,36.78,56.96,28.85,-70,-70,20.18,41,12.56,5.9,16.78,30,12.56,2.01
2023-01-04 11:07:57,Oct 23 2014,4,11,12,32,29.87,12.56,147.4,10.47,-0.56,36.76,56.96,28.85,-70,-70,20.18,41,12.56,5.9,16.77,29.87,12.56,2.01
2023-01-04 11:07:58,Oct 23 2014,4,11,12,33,29.91,12.84,147.4,10.47,-0.51,36.81,56.96,28.86,-70,-70,20.2,41,12.56,5.91,16.79,29.91,12.84,2.01
2023-01-04 11:07:59,Oct 23 2014,4,11,12,34,30.12,12.84,147.4,10.47,-0.51,36.81,56.96,28.86,-70,-70,20.15,41,12.84,5.91,16.79,30.12,12.84,2.1
2023-01-04 11:08:00,Oct 23 2014,4,11,12,35,30,12.84,147.4,10.47,-0.46,36.81,56.96,28.87,-70,-70,20.15,41,12.84,5.91,16.79,30.02,12.84,2.1
2023-01-04 11:08:01,Oct 23 2014,4,11,12,36,30.01,12.84,147.4,10.46,-0.46,36.86,56.95,28.92,-70,-70,20.15,41,12.84,5.92,16.79,30.01,12.84,2.1
2023-01-04 11:08:02,Oct 23 2014,4,11,12,37,30.07,12.84,147.4,10.46,-0.46,36.86,56.95,28.92,-70,-70,20.09,41,12.84,5.92,16.81,30.07,12.84,2.1
2023-01-04 11:08:03,Oct 23 2014,4,11,12,38,29.95,12.84,147.4,10.46,-0.4,36.86,56.95,28.94,-70,-70,20.09,41,12.84,5.92,16.81,29.95,12.84,2.1
2023-01-04 11:08:04,Oct 23 2014,4,11,12,39,30.08,12.84,147.4,10.46,-0.4,36.86,56.95,28.94,-70,-70,20.09,41,12.84,5.93,16.81,30.01,12.84,2.1
2023-01-04 11:08:05,Oct 23 2014,4,11,12,40,29.88,12.85,147.4,10.47,-0.4,36.86,56.95,28.94,-70,-70,20.1,41,12.85,5.93,16.84,30.04,12.85,2.1
2023-01-04 11:08:06,Oct 23 2014,4,11,12,41,29.9,12.85,146.9,10.47,-0.4,36.93,56.96,28.97,-70,-70,20.03,41,12.85,5.94,16.85,29.9,12.85,1.99
2023-01-04 11:08:07,Oct 23 2014,4,11,12,42,30,12.85,146.9,10.47,-0.35,36.95,56.96,28.99,-70,-70,20.01,41,12.85,5.94,16.85,30,12.85,1.99
2023-01-04 11:08:08,Oct 23 2014,4,11,12,43,30.03,12.85,146.9,10.47,-0.35,36.95,56.96,29.03,-70,-70,20.01,41,12.85,5.95,16.85,30,12.85,1.99
2023-01-04 11:08:09,Oct 23 2014,4,11,12,44,29.95,12.85,146.9,10.47,-0.3,36.95,56.96,29.03,-70,-70,20,41,12.85,5.93,16.85,29.95,12.85,1.99
2023-01-04 11:08:10,Oct 23 2014,4,11,12,45,29.94,12.85,146.9,10.47,-0.4,36.95,56.95,29.08,-70,-70,20,41,12.85,5.93,16.85,30.04,12.85,1.99
2023-01-04 11:08:11,Oct 23 2014,4,11,12,46,29.9,12.85,146.9,10.47,-0.3,36.95,56.96,29.1,-70,-70,20.01,41,12.85,5.95,16.85,29.9,12.85,1.99
2023-01-04 11:08:12,Oct 23 2014,4,11,12,47,29.94,12.84,146.9,10.47,-0.3,36.95,56.96,29.1,-70,-70,20.01,41,12.84,5.95,16.85,29.94,12.84,2.1
2023-01-04 11:08:13,Oct 23 2014,4,11,12,48,29.86,12.84,147.9,10.47,-0.3,36.95,56.96,29.12,-70,-70,20.01,41,12.84,5.95,16.85,29.86,12.84,2.1
2023-01-04 11:08:14,Oct 23 2014,4,11,12,49,29.98,12.84,147.9,10.48,-0.25,36.98,56.96,29.12,-70,-70,20.01,41,12.84,5.95,16.85,29.98,12.84,2.1
2023-01-04 11:08:15,Oct 23 2014,4,11,12,50,29.95,12.84,147.9,10.48,-0.25,36.98,56.96,29.12,-70,-70,20.01,41,12.84,5.96,16.86,29.95,12.84,2.1
2023-01-04 11:08:16,Oct 23 2014,4,11,12,51,30.01,12.84,147.9,10.48,-0.35,37,56.97,29.12,-70,-70,19.99,41,12.84,5.94,16.87,30.01,12.84,2.1
2023-01-04 11:08:17,Oct 23 2014,4,11,12,52,30.01,12.84,147.9,10.48,-0.35,37,56.97,29.13,-70,-70,19.97,41,12.84,5.96,16.89,29.94,12.84,2.1
2023-01-04 11:08:18,Oct 23 2014,4,11,12,53,30.17,12.67,147.9,10.47,-0.25,37.05,56.97,29.14,-70,-70,19.92,41,12.67,5.96,16.89,30.17,12.67,2.1
2023-01-04 11:08:19,Oct 23 2014,4,11,12,54,30.03,12.67,147.2,10.47,-0.3,37.08,56.99,29.17,-70,-70,19.94,41,12.67,5.95,16.9,30.03,12.67,2.07
2023-01-04 11:08:20,Oct 23 2014,4,11,12,55,30,12.67,147.2,10.47,-0.3,37.08,56.98,29.22,-70,-70,19.9,41,12.67,5.95,16.93,30,12.67,2.07
2023-01-04 11:08:21,Oct 23 2014,4,11,12,56,29.96,12.67,147.2,10.47,-0.3,37.15,56.98,29.22,-70,-70,19.83,41,12.67,5.95,16.93,29.96,12.67,2.07
2023-01-04 11:08:22,Oct 23 2014,4,11,12,57,29.97,12.67,147.2,10.47,-0.3,37.15,56.97,29.24,-70,-70,19.82,41,12.67,5.95,16.93,29.97,12.67,2.07
2023-01-04 11:08:23,Oct 23 2014,4,11,12,58,30.1,12.67,147.2,10.47,-0.3,37.15,56.97,29.24,-70,-70,19.82,41,12.67,5.95,16.93,30.1,12.67,2.07
2023-01-04 11:08:24,Oct 23 2014,4,11,12,59,29.89,12.67,147.2,10.47,-0.3,37.1,56.98,29.26,-70,-70,19.83,41,12.67,5.95,16.91,29.89,12.67,2.07
2023-01-04 11:08:25,Oct 23 2014,4,11,13,0,30,12.87,147.2,10.47,-0.19,37.1,56.98,29.27,-70,-70,19.88,41,12.87,5.97,16.91,30,12.87,2.06
2023-01-04 11:08:26,Oct 23 2014,4,11,13,1,29.92,12.87,147,10.47,-0.19,37.1,56.98,29.27,-70,-70,19.88,41,12.87,5.97,16.91,29.92,12.87,2.06
2023-01-04 11:08:27,Oct 23 2014,4,11,13,2,29.89,12.87,147,10.48,-0.14,37.08,57,29.28,-70,-70,19.88,41,12.87,5.97,16.91,29.89,12.87,2.06
2023-01-04 11:08:28,Oct 23 2014,4,11,13,3,30.02,12.87,147,10.48,-0.19,37.05,57,29.28,-70,-70,19.9,41,12.87,5.98,16.9,30.02,12.87,2.06
2023-01-04 11:08:29,Oct 23 2014,4,11,13,4,29.85,12.87,147,10.48,-0.19,37.05,57,29.28,-70,-70,19.92,41,12.87,5.97,16.89,29.85,12.87,2.06
2023-01-04 11:08:30,Oct 23 2014,4,11,13,5,29.9,12.87,147,10.48,-0.19,37.03,57,29.28,-70,-70,19.95,41,12.87,5.97,16.89,29.9,12.87,2.06
2023-01-04 11:08:31,Oct 23 2014,4,11,13,6,30.08,12.87,147,10.48,-0.19,37.03,57,29.28,-70,-70,19.95,41,12.87,5.97,16.88,30.08,12.87,2.06
2023-01-04 11:08:32,Oct 23 2014,4,11,13,7,30.21,12.89,147,10.48,-0.19,37.03,57,29.27,-70,-70,19.97,41,12.87,5.97,16.88,30.21,12.89,2.04
2023-01-04 11:08:33,Oct 23 2014,4,11,13,8,29.95,12.89,147,10.47,-0.14,37.05,57.01,29.28,-70,-70,19.98,41,12.89,5.98,16.89,30.01,12.89,2.04
2023-01-04 11:08:34,Oct 23 2014,4,11,13,9,30.07,12.89,147,10.47,-0.14,37.05,57.01,29.28,-70,-70,19.96,41,12.89,5.98,16.89,30.07,12.89,2.04
2023-01-04 11:08:35,Oct 23 2014,4,11,13,10,29.99,12.89,147,10.48,-0.14,37.08,57.01,29.28,-70,-70,19.96,41,12.89,5.98,16.89,29.99,12.89,2.04
2023-01-04 11:08:36,Oct 23 2014,4,11,13,11,29.93,12.89,147,10.48,-0.14,37.08,57.01,29.28,-70,-70,19.96,41,12.89,5.98,16.9,29.93,12.89,2.04
2023-01-04 11:08:37,Oct 23 2014,4,11,13,12,29.96,12.89,147,10.48,-0.14,37.08,57.02,29.28,-70,-70,19.94,41,12.89,5.98,16.9,29.98,12.89,2.04
2023-01-04 11:08:38,Oct 23 2014,4,11,13,13,30.04,12.78,147,10.48,-0.04,37.08,57.01,29.28,-70,-70,19.93,41,12.78,6,16.9,30.04,12.78,2.04
2023-01-04 11:08:39,Oct 23 2014,4,11,13,14,30.16,12.78,147.3,10.48,-0.04,37.08,57.01,29.28,-70,-70,19.93,41,12.78,6,16.9,30.01,12.78,2.02
2023-01-04 11:08:40,Oct 23 2014,4,11,13,15,30.02,12.78,147.3,10.48,-0.04,37.08,57.01,29.28,-70,-70,19.92,41,12.78,6,16.9,30.16,12.78,2.02
2023-01-04 11:08:41,Oct 23 2014,4,11,13,16,30.08,12.78,147.3,10.48,-0.04,37.08,57,29.28,-70,-70,19.92,41,12.78,6,16.9,30.02,12.78,2.02
2023-01-04 11:08:42,Oct 23 2014,4,11,13,17,29.98,12.78,147.3,10.48,-0.04,37.08,57,29.3,-70,-70,19.92,41,12.78,6,16.9,29.98,12.78,2.02
2023-01-04 11:08:43,Oct 23 2014,4,11,13,18,30.16,12.78,147.3,10.48,-0.04,37.08,57,29.34,-70,-70,19.92,41,12.78,6,16.9,30.08,12.78,2.02
